Annual average unemployment rate in Germany 2005-2025,,
Annual average unemployment rate in Germany from 2005 to 2025,,
,,
2005,11.70,in %
2006,10.80,in %
2007,9,in %
2008,7.80,in %
2009,8.10,in %
2010,7.70,in %
2011,7.10,in %
2012,6.80,in %
2013,6.90,in %
2014,6.70,in %
2015,6.40,in %
2016,6.10,in %
2017,5.70,in %
2018,5.20,in %
2019,5,in %
2020,5.90,in %
2021,5.70,in %
2022,5.30,in %
2023,5.70,in %
2024,6,in %
2025¹,6.40,in %
