Unemployment rate in Japan 1999-2023,,
Japan: Unemployment rate from 1999 to 2023,,
,,
1999,4.70,in %
2000,4.75,in %
2001,5.02,in %
2002,5.39,in %
2003,5.25,in %
2004,4.73,in %
2005,4.45,in %
2006,4.19,in %
2007,3.89,in %
2008,4,in %
2009,5.07,in %
2010,5.10,in %
2011,4.55,in %
2012,4.36,in %
2013,4.04,in %
2014,3.59,in %
2015,3.39,in %
2016,3.13,in %
2017,2.82,in %
2018,2.47,in %
2019,2.35,in %
2020,2.81,in %
2021,2.83,in %
2022,2.60,in %
2023,2.60,in %
