Unemployment rate in China 2017-2029,,
Unemployment rate in urban China from 2017 to 2023 with forecasts until 2029,,
,,
2017,5,in %
2018,4.93,in %
2019,5.15,in %
2020,5.62,in %
2021,5.12,in %
2022,5.58,in %
2023,5.22,in %
2024*,5.10,in %
2025*,5.10,in %
2026*,5.10,in %
2027*,5.10,in %
2028*,5.10,in %
2029*,5.10,in %
